TSS type,chr,start position
exon,chrII,5069608
outron,chrII,5081295
outron,chrII,5084205
exon,chrII,5085769
exon,chrII,5092588
outron,chrII,5100225
exon,chrII,5101782
exon,chrII,5101967
exon,chrII,5105280
outron,chrII,5104256
exon,chrII,5115915
outron,chrII,5130176
outron,chrII,5136556
outron,chrII,5142879
exon,chrII,5150848
outron,chrII,5179183
outron,chrII,5190344
exon,chrII,5191964
exon,chrII,5195882
exon,chrII,5199744
outron,chrII,5201264
exon,chrII,5210768
outron,chrII,5227859
outron,chrII,5228075
outron,chrII,5231319
outron,chrII,5235922
exon,chrII,5242515
outron,chrII,5248820
outron,chrII,5273643
outron,chrII,5282608
outron,chrII,5293137
outron,chrII,5309420
outron,chrII,5330370
outron,chrII,5344957
exon,chrII,5351782
outron,chrII,5350558
outron,chrII,5352001
outron,chrII,5353228
outron,chrII,5358298
outron,chrII,5358443
outron,chrII,5359508
outron,chrII,5365718
outron,chrII,5371954
exon,chrII,5373363
outron,chrII,5373486
outron,chrII,5375172
outron,chrII,5379540
exon,chrII,5387573
outron,chrII,5388831
exon,chrII,5390067
outron,chrII,5393427
outron,chrII,5399115
outron,chrII,5399484
exon,chrII,5407853
outron,chrII,5409088
outron,chrII,5410317
exon,chrII,5414514
outron,chrII,5418679
outron,chrII,5421166
outron,chrII,5426163
outron,chrII,5429837
exon,chrII,5429911
outron,chrII,5451261
outron,chrII,5455788
outron,chrII,5466293
exon,chrII,5475276
exon,chrII,5478194
exon,chrII,5496500
exon,chrII,5496599
exon,chrII,5499040
exon,chrII,5501049
outron,chrII,5503609
outron,chrII,5506194
outron,chrII,5514918
exon,chrII,5513032
exon,chrII,5525470
exon,chrII,5529255
outron,chrII,5533857
exon,chrII,5545683
outron,chrII,5547630
exon,chrII,5548793
exon,chrII,5556690
exon,chrII,5565373
exon,chrII,5570499
exon,chrII,5578293
outron,chrII,5586033
outron,chrII,5594371
outron,chrII,5596322
outron,chrII,5603420
outron,chrII,5608140
outron,chrII,5619710
outron,chrII,5624786
outron,chrII,5620458
exon,chrII,5629515
outron,chrII,5628798
outron,chrII,5647091
outron,chrII,5647964
outron,chrII,5649681
exon,chrII,5655161
outron,chrII,5654400
outron,chrII,5660973
exon,chrII,5661140
exon,chrII,5665111
outron,chrII,5670094
exon,chrII,5679011
exon,chrII,5680965
outron,chrII,5691518
outron,chrII,5691626
outron,chrII,5694797
exon,chrII,5698917
exon,chrII,5712611
outron,chrII,5715868
outron,chrII,5716221
outron,chrII,5717891
outron,chrII,5719840
outron,chrII,5724813
exon,chrII,5742149
outron,chrII,5745190
outron,chrII,5749924
outron,chrII,5764377
outron,chrII,5774188
exon,chrII,5771750
exon,chrII,5787404
exon,chrII,5794381
outron,chrII,5805696
outron,chrII,5820172
outron,chrII,5828624
exon,chrII,5830838
outron,chrII,5833220
outron,chrII,5836348
outron,chrII,5838600
exon,chrII,5839332
outron,chrII,5841227
exon,chrII,5839453
outron,chrII,5846427
exon,chrII,5852018
outron,chrII,5853341
exon,chrII,5864149
outron,chrII,5873845
exon,chrII,5877668
exon,chrII,5874987
outron,chrII,5894215
outron,chrII,5907687
outron,chrII,5916665
outron,chrII,5918440
outron,chrII,5921320
exon,chrII,5933351
outron,chrII,5940337
exon,chrII,5945755
outron,chrII,5949954
outron,chrII,5960659
exon,chrII,5970376
outron,chrII,5969284
outron,chrII,5975163
exon,chrII,5988477
exon,chrII,6000382
outron,chrII,6020436
outron,chrII,6025022
outron,chrII,6031715
exon,chrII,6041030
outron,chrII,6043963
exon,chrII,6045124
exon,chrII,6049616
outron,chrII,6047854
outron,chrII,6049746
outron,chrII,6056030
exon,chrII,6080763
exon,chrII,6085645
exon,chrII,6091417
outron,chrII,6097538
outron,chrII,6097676
outron,chrII,6099754
outron,chrII,6118463
outron,chrII,6123249
outron,chrII,6125082
outron,chrII,6162603
outron,chrII,6170262
exon,chrII,6171495
outron,chrII,6173584
exon,chrII,6177907
exon,chrII,6188591
outron,chrII,6191411
exon,chrII,6192703
outron,chrII,6196971
outron,chrII,6197082
outron,chrII,6198701
outron,chrII,6209010
exon,chrII,6227468
outron,chrII,6244241
outron,chrII,6245055
outron,chrII,6246229
outron,chrII,6246967
outron,chrII,6251019
exon,chrII,6256042
outron,chrII,6259933
exon,chrII,6260896
outron,chrII,6263446
outron,chrII,6269790
outron,chrII,6268696
outron,chrII,6281196
exon,chrII,6283315
exon,chrII,6287754
outron,chrII,6290402
exon,chrII,6303459
exon,chrII,6306190
outron,chrII,6321072
exon,chrII,6323914
outron,chrII,6322615
outron,chrII,6331266
outron,chrII,6335123
exon,chrII,6341108
outron,chrII,6346095
exon,chrII,6344174
outron,chrII,6348957
exon,chrII,6356039
outron,chrII,6359944
outron,chrII,6360895
exon,chrII,6365308
exon,chrII,6366946
outron,chrII,6370391
outron,chrII,6383389
outron,chrII,6385613
exon,chrII,6394034
outron,chrII,6396572
exon,chrII,6400759
exon,chrII,6407330
outron,chrII,6410788
exon,chrII,6422636
exon,chrII,6426224
exon,chrII,6428327
outron,chrII,6441356
outron,chrII,6443647
exon,chrII,6449758
outron,chrII,6453457
outron,chrII,6454548
exon,chrII,6469424
outron,chrII,6482086
exon,chrII,6486384
outron,chrII,6489885
outron,chrII,6489991
exon,chrII,6492677
outron,chrII,6491943
exon,chrII,6498670
outron,chrII,6501499
exon,chrII,6502971
outron,chrII,6514018
exon,chrII,6515998
outron,chrII,6522612
outron,chrII,6522757
exon,chrII,6528755
exon,chrII,6531556
outron,chrII,6531843
exon,chrII,6546023
exon,chrII,6544450
outron,chrII,6562499
exon,chrII,6566654
exon,chrII,6566776
exon,chrII,6584057
exon,chrII,6582988
outron,chrII,6587913
outron,chrII,6589113
outron,chrII,6592331
outron,chrII,6594554
outron,chrII,6598479
outron,chrII,6603001
exon,chrII,6601225
outron,chrII,6609519
outron,chrII,6615509
exon,chrII,6621897
exon,chrII,6637261
outron,chrII,6643080
exon,chrII,6659593
outron,chrII,6661629
outron,chrII,6666178
outron,chrII,6673366
outron,chrII,6684071
exon,chrII,6688886
outron,chrII,6701567
outron,chrII,6705875
outron,chrII,6714129
outron,chrII,6716874
outron,chrII,6724077
exon,chrII,6733745
exon,chrII,6734849
outron,chrII,6736082
outron,chrII,6736702
outron,chrII,6742791
exon,chrII,6745764
outron,chrII,6749523
exon,chrII,6752884
outron,chrII,6756317
exon,chrII,6759179
exon,chrII,6768242
exon,chrII,6775036
outron,chrII,6776579
outron,chrII,6779349
outron,chrII,6787989
outron,chrII,6792184
outron,chrII,6800297
exon,chrII,6803626
outron,chrII,6808398
exon,chrII,6826814
outron,chrII,6858903
outron,chrII,6864955
exon,chrII,6870960
outron,chrII,6883747
exon,chrII,6887678
outron,chrII,6892046
outron,chrII,6893959
outron,chrII,6897596
outron,chrII,6898546
outron,chrII,6901959
exon,chrII,6909642
outron,chrII,6909805
outron,chrII,6913387
exon,chrII,6927738
outron,chrII,6926313
outron,chrII,6939953
outron,chrII,6951431
outron,chrII,6950798
outron,chrII,6965692
outron,chrII,6967667
outron,chrII,6972626
outron,chrII,6975308
outron,chrII,6977948
outron,chrII,7013046
outron,chrII,7022658
exon,chrII,7022773
outron,chrII,7025674
exon,chrII,7042184
outron,chrII,7050234
outron,chrII,7050301
outron,chrII,7051894
outron,chrII,7053408
outron,chrII,7055177
outron,chrII,7060424
exon,chrII,7061552
exon,chrII,7065587
outron,chrII,7069928
outron,chrII,7071940
outron,chrII,7075500
exon,chrII,7084156
outron,chrII,7081867
exon,chrII,7089500
exon,chrII,7092212
outron,chrII,7099703
exon,chrII,7097617
outron,chrII,7101408
outron,chrII,7105178
outron,chrII,7111204
outron,chrII,7111835
outron,chrII,7112979
exon,chrII,7116549
exon,chrII,7125710
outron,chrII,7132014
outron,chrII,7132145
outron,chrII,7143726
exon,chrII,7147778
outron,chrII,7152516
exon,chrII,7155571
exon,chrII,7171284
outron,chrII,7183478
exon,chrII,7189363
outron,chrII,7195119
exon,chrII,7196238
exon,chrII,7199374
exon,chrII,7197491
outron,chrII,7210268
outron,chrII,7217049
outron,chrII,7228894
outron,chrII,7232746
exon,chrII,7240944
outron,chrII,7252071
exon,chrII,7252161
outron,chrII,7253190
outron,chrII,7255489
exon,chrII,7259452
outron,chrII,7287846
outron,chrII,7296138
outron,chrII,7298365
exon,chrII,7299435
outron,chrII,7301866
outron,chrII,7305513
outron,chrII,7310092
outron,chrII,7309495
outron,chrII,7325606
outron,chrII,7337787
outron,chrII,7353705
outron,chrII,7356920
outron,chrII,7358411
outron,chrII,7359376
outron,chrII,7364100
outron,chrII,7369171
exon,chrII,7371695
outron,chrII,7373487
outron,chrII,7375036
exon,chrII,7377304
outron,chrII,7381379
outron,chrII,7394659
outron,chrII,7396830
outron,chrII,7403667
outron,chrII,7413483
exon,chrII,7434264
exon,chrII,7435034
outron,chrII,7456205
exon,chrII,7457242
exon,chrII,7457583
exon,chrII,7465235
outron,chrII,7480196
outron,chrII,7483438
outron,chrII,7491000
outron,chrII,7495002
outron,chrII,7492575
exon,chrII,7496321
outron,chrII,7529256
exon,chrII,7531104
exon,chrII,7542624
outron,chrII,7547599
outron,chrII,7554243
outron,chrII,7554985
exon,chrII,7562778
outron,chrII,7568480
exon,chrII,7572031
outron,chrII,7575719
exon,chrII,7583597
outron,chrII,7595790
outron,chrII,7598992
outron,chrII,7599072
exon,chrII,7605273
exon,chrII,7607825
outron,chrII,7613129
outron,chrII,7615622
outron,chrII,7622923
exon,chrII,7650982
outron,chrII,7662331
outron,chrII,7664326
outron,chrII,7664432
outron,chrII,7667153
outron,chrII,7671868
outron,chrII,7682321
exon,chrII,7684252
exon,chrII,7690471
outron,chrII,7694977
outron,chrII,7698513
outron,chrII,7699616
outron,chrII,7699185
outron,chrII,7705252
outron,chrII,7707479
exon,chrII,7708643
outron,chrII,7720569
exon,chrII,7723015
exon,chrII,7754259
outron,chrII,7755157
exon,chrII,7755371
outron,chrII,7758358
exon,chrII,7774037
outron,chrII,7777950
outron,chrII,7781188
outron,chrII,7781263
outron,chrII,7783767
exon,chrII,7790524
outron,chrII,7816272
exon,chrII,7820030
outron,chrII,7836220
outron,chrII,7846115
exon,chrII,7850596
outron,chrII,7855049
outron,chrII,7856001
exon,chrII,7857481
outron,chrII,7857796
outron,chrII,7860559
outron,chrII,7863963
outron,chrII,7871124
outron,chrII,7878184
outron,chrII,7879433
outron,chrII,7879529
outron,chrII,7892161
outron,chrII,7899679
outron,chrII,7909504
exon,chrII,7911237
exon,chrII,7927369
outron,chrII,7930650
outron,chrII,7947994
outron,chrII,7975791
outron,chrII,7991352
outron,chrII,8008512
outron,chrII,8012704
outron,chrII,8015518
outron,chrII,8023048
outron,chrII,8028356
outron,chrII,8032786
outron,chrII,8035762
outron,chrII,8037381
exon,chrII,8039498
outron,chrII,8039596
outron,chrII,8041813
outron,chrII,8047278
exon,chrII,8050495
outron,chrII,8052366
outron,chrII,8062418
outron,chrII,8065932
outron,chrII,8071965
exon,chrII,8075375
outron,chrII,8078125
exon,chrII,8088616
outron,chrII,8092989
outron,chrII,8105078
exon,chrII,8107198
exon,chrII,8112522
exon,chrII,8113233
outron,chrII,8127359
outron,chrII,8136945
outron,chrII,8138207
outron,chrII,8143336
outron,chrII,8143468
outron,chrII,8144575
outron,chrII,8159350
outron,chrII,8158156
outron,chrII,8162326
exon,chrII,8162425
exon,chrII,8174133
outron,chrII,8182274
outron,chrII,8187379
outron,chrII,8185201
outron,chrII,8196875
outron,chrII,8204039
exon,chrII,8214467
outron,chrII,8217062
exon,chrII,8228796
exon,chrII,8248701
outron,chrII,8254961
exon,chrII,8269395
outron,chrII,8270191
outron,chrII,8277377
outron,chrII,8276275
outron,chrII,8280680
outron,chrII,8283307
outron,chrII,8282659
outron,chrII,8296107
exon,chrII,8322855
outron,chrII,8325229
exon,chrII,8325339
outron,chrII,8328996
exon,chrII,8329680
outron,chrII,8345549
exon,chrII,8359310
outron,chrII,8379344
exon,chrII,8388230
outron,chrII,8407115
exon,chrII,8416608
outron,chrII,8429006
outron,chrII,8432246
exon,chrII,8438951
exon,chrII,8439088
outron,chrII,8441960
outron,chrII,8443873
outron,chrII,8446851
outron,chrII,8451663
exon,chrII,8456726
outron,chrII,8457147
outron,chrII,8464766
outron,chrII,8467011
outron,chrII,8467747
outron,chrII,8473833
exon,chrII,8477700
exon,chrII,8472857
outron,chrII,8480654
outron,chrII,8483469
outron,chrII,8483957
outron,chrII,8493655
outron,chrII,8509890
exon,chrII,8514139
outron,chrII,8517064
outron,chrII,8518198
exon,chrII,8520842
outron,chrII,8526257
outron,chrII,8525515
exon,chrII,8545075
outron,chrII,8549429
outron,chrII,8561310
outron,chrII,8566130
outron,chrII,8566882
exon,chrII,8570639
outron,chrII,8569536
outron,chrII,8570956
outron,chrII,8573262
outron,chrII,8575442
outron,chrII,8577403
outron,chrII,8581498
outron,chrII,8586409
exon,chrII,8591062
outron,chrII,8593442
outron,chrII,8600187
outron,chrII,8597545
exon,chrII,8602410
outron,chrII,8602511
outron,chrII,8603768
exon,chrII,8607876
outron,chrII,8619911
outron,chrII,8622171
exon,chrII,8625288
exon,chrII,8625450
exon,chrII,8630161
exon,chrII,8636230
outron,chrII,8639812
exon,chrII,8645525
outron,chrII,8650640
outron,chrII,8658444
exon,chrII,8661627
outron,chrII,8661705
outron,chrII,8664708
outron,chrII,8676052
exon,chrII,8684016
outron,chrII,8691778
outron,chrII,8698979
outron,chrII,8701765
exon,chrII,8703929
outron,chrII,8702748
exon,chrII,8706947
outron,chrII,8715031
outron,chrII,8716436
outron,chrII,8716547
outron,chrII,8728126
outron,chrII,8749356
outron,chrII,8761470
exon,chrII,8766063
outron,chrII,8766772
exon,chrII,8783561
exon,chrII,8792799
outron,chrII,8794248
exon,chrII,8807183
outron,chrII,8808606
outron,chrII,8810711
outron,chrII,8811182
outron,chrII,8830043
exon,chrII,8844733
exon,chrII,8854116
exon,chrII,8867190
outron,chrII,8875200
outron,chrII,8884315
outron,chrII,8884414
outron,chrII,8896630
outron,chrII,8921214
exon,chrII,8926489
outron,chrII,8927415
outron,chrII,8929409
exon,chrII,8930881
outron,chrII,8933865
exon,chrII,8940433
outron,chrII,8940782
outron,chrII,8958896
outron,chrII,8964128
outron,chrII,8966612
exon,chrII,8972166
exon,chrII,8969935
outron,chrII,8973734
outron,chrII,8985525
outron,chrII,8990149
outron,chrII,8992969
outron,chrII,8996193
exon,chrII,8997540
outron,chrII,8997658
outron,chrII,9002328
exon,chrII,9006062
exon,chrII,9021568
outron,chrII,9031959
outron,chrII,9038997
outron,chrII,9042487
exon,chrII,9054675
outron,chrII,9054754
outron,chrII,9057317
outron,chrII,9071690
exon,chrII,9084019
exon,chrII,9083593
outron,chrII,9094873
outron,chrII,9099059
outron,chrII,9099256
exon,chrII,9100403
outron,chrII,9107450
outron,chrII,9108555
exon,chrII,9112803
exon,chrII,9131791
outron,chrII,9155948
outron,chrII,9160500
exon,chrII,9165921
outron,chrII,9169623
outron,chrII,9172865
exon,chrII,9172871
outron,chrII,9177156
exon,chrII,9196354
outron,chrII,9208997
outron,chrII,9213218
outron,chrII,9214391
outron,chrII,9222846
outron,chrII,9227147
exon,chrII,9231418
outron,chrII,9232837
exon,chrII,9236505
outron,chrII,9247237
exon,chrII,9250381
outron,chrII,9262093
exon,chrII,9266378
outron,chrII,9269187
outron,chrII,9275164
outron,chrII,9283520
outron,chrII,9291806
exon,chrII,9295715
outron,chrII,9312367
exon,chrII,9319478
outron,chrII,9319551
outron,chrII,9323003
outron,chrII,9323103
outron,chrII,9324730
outron,chrII,9329345
outron,chrII,9331188
outron,chrII,9338854
exon,chrII,9346510
outron,chrII,9352718
outron,chrII,9352898
outron,chrII,9357399
exon,chrII,9373506
exon,chrII,9375818
exon,chrII,9377103
outron,chrII,9380805
outron,chrII,9385159
exon,chrII,9407590
exon,chrII,9407738
exon,chrII,9412372
outron,chrII,9416706
outron,chrII,9414785
outron,chrII,9418053
outron,chrII,9421976
exon,chrII,9426410
outron,chrII,9429383
exon,chrII,9454319
exon,chrII,9470096
exon,chrII,9474362
exon,chrII,9489210
exon,chrII,9524429
exon,chrII,9525984
outron,chrII,9555043
outron,chrII,9557588
outron,chrII,9583565
outron,chrII,9586871
outron,chrII,9589763
outron,chrII,9591122
exon,chrII,9591243
outron,chrII,9592862
outron,chrII,9594905
outron,chrII,9596570
outron,chrII,9597473
outron,chrII,9607566
outron,chrII,9610473
exon,chrII,9613406
exon,chrII,9610573
exon,chrII,9614764
outron,chrII,9617978
outron,chrII,9619332
outron,chrII,9624196
outron,chrII,9624245
outron,chrII,9646116
outron,chrII,9649321
exon,chrII,9653831
exon,chrII,9655513
exon,chrII,9662834
outron,chrII,9668107
outron,chrII,9668622
outron,chrII,9674835
outron,chrII,9678516
outron,chrII,9686967
exon,chrII,9701815
outron,chrII,9703896
exon,chrII,9706629
outron,chrII,9716692
exon,chrII,9720722
exon,chrII,9724519
outron,chrII,9742818
outron,chrII,9746115
outron,chrII,9746236
outron,chrII,9752341
outron,chrII,9770191
outron,chrII,9774753
outron,chrII,9783566
exon,chrII,9788720
exon,chrII,9800293
exon,chrII,9802761
exon,chrII,9827888
exon,chrII,9828889
exon,chrII,9837023
outron,chrII,9838285
exon,chrII,9852357
outron,chrII,9878648
outron,chrII,9886704
outron,chrII,9892604
exon,chrII,9921620
outron,chrII,9921884
exon,chrII,9931160
outron,chrII,9937626
exon,chrII,9939693
exon,chrII,9939100
outron,chrII,9940006
outron,chrII,9943934
outron,chrII,9960144
outron,chrII,9967054
outron,chrII,9968388
outron,chrII,9968502
outron,chrII,9971380
outron,chrII,9974947
outron,chrII,9980389
outron,chrII,9982664
outron,chrII,9988453
outron,chrII,10001102
exon,chrII,10000153
exon,chrII,10015903
exon,chrII,10030725
outron,chrII,10029089
outron,chrII,10033231
outron,chrII,10039298
outron,chrII,10045092
exon,chrII,10061676
outron,chrII,10094375
outron,chrII,10101448
outron,chrII,10100098
outron,chrII,10105898
exon,chrII,10120232
outron,chrII,10136990
exon,chrII,10146668
outron,chrII,10152512
outron,chrII,10169472
outron,chrII,10169575
outron,chrII,10172612
outron,chrII,10174553
exon,chrII,10188010
outron,chrII,10190214
outron,chrII,10197219
exon,chrII,10199768
outron,chrII,10201356
outron,chrII,10203997
outron,chrII,10217424
outron,chrII,10221528
exon,chrII,10231203
exon,chrII,10236978
outron,chrII,10239863
outron,chrII,10248569
outron,chrII,10250817
outron,chrII,10274000
exon,chrII,10301113
outron,chrII,10302787
outron,chrII,10303777
exon,chrII,10312217
exon,chrII,10320087
outron,chrII,10326090
outron,chrII,10345145
outron,chrII,10345434
outron,chrII,10350229
exon,chrII,10351797
outron,chrII,10359600
exon,chrII,10359453
exon,chrII,10367230
outron,chrII,10370118
outron,chrII,10382582
outron,chrII,10389148
outron,chrII,10393153
outron,chrII,10395545
outron,chrII,10411463
outron,chrII,10416479
exon,chrII,10423106
exon,chrII,10439914
exon,chrII,10443247
outron,chrII,10445889
exon,chrII,10456939
exon,chrII,10464710
exon,chrII,10466781
exon,chrII,10471348
exon,chrII,10477100
exon,chrII,10494688
outron,chrII,10495186
outron,chrII,10502618
exon,chrII,10512796
exon,chrII,10510361
exon,chrII,10523112
outron,chrII,10525169
outron,chrII,10539460
outron,chrII,10543940
outron,chrII,10563437
exon,chrII,10565909
exon,chrII,10563994
outron,chrII,10579050
exon,chrII,10579898
outron,chrII,10580993
outron,chrII,10582513
outron,chrII,10587948
outron,chrII,10592502
outron,chrII,10594812
outron,chrII,10599172
exon,chrII,10604950
outron,chrII,10605813
outron,chrII,10607272
exon,chrII,10610336
exon,chrII,10618364
exon,chrII,10622189
outron,chrII,10627360
outron,chrII,10647308
exon,chrII,10652484
outron,chrII,10659450
outron,chrII,10658899
exon,chrII,10662198
outron,chrII,10672930
exon,chrII,10693757
exon,chrII,10694872
exon,chrII,10704825
exon,chrII,10707125
outron,chrII,10714317
outron,chrII,10712878
exon,chrII,10775626
outron,chrII,10783264
outron,chrII,10793751
outron,chrII,10796760
outron,chrII,10798538
exon,chrII,10804328
outron,chrII,10820090
outron,chrII,10820824
outron,chrII,10824109
outron,chrII,10824216
exon,chrII,10829776
outron,chrII,10844391
outron,chrII,10851013
outron,chrII,10857664
outron,chrII,10860845
exon,chrII,10868817
outron,chrII,10868939
outron,chrII,10872588
outron,chrII,10873664
exon,chrII,10879556
outron,chrII,10918588
exon,chrII,10925821
outron,chrII,10925962
outron,chrII,10937034
exon,chrII,10947057
exon,chrII,10950277
exon,chrII,10966856
exon,chrII,11013702
exon,chrII,11016762
outron,chrII,11022195
exon,chrII,11025491
outron,chrII,11030392
exon,chrII,11036105
outron,chrII,11042717
outron,chrII,11045929
outron,chrII,11049197
outron,chrII,11049958
outron,chrII,11050042
exon,chrII,11055227
outron,chrII,11096451
outron,chrII,11097410
outron,chrII,11097556
exon,chrII,11103291
outron,chrII,11106502
exon,chrII,11110323
exon,chrII,11124441
outron,chrII,11126472
outron,chrII,11126633
exon,chrII,11129173
exon,chrII,11130203
outron,chrII,11132592
outron,chrII,11136808
exon,chrII,11142401
outron,chrII,11145196
outron,chrII,11153084
exon,chrII,11175893
outron,chrII,11181243
outron,chrII,11187592
exon,chrII,11185551
exon,chrII,11188139
outron,chrII,11203128
outron,chrII,11221006
exon,chrII,11226328
outron,chrII,11235167
outron,chrII,11236343
outron,chrII,11237414
outron,chrII,11238876
outron,chrII,11239152
exon,chrII,11247511
outron,chrII,11261222
outron,chrII,11280193
outron,chrII,11290256
exon,chrII,11293455
outron,chrII,11297412
outron,chrII,11300584
outron,chrII,11302475
outron,chrII,11305802
exon,chrII,11312050
outron,chrII,11321235
exon,chrII,11340167
exon,chrII,11343491
outron,chrII,11345665
outron,chrII,11348376
outron,chrII,11350097
exon,chrII,11372883
outron,chrII,11376845
outron,chrII,11391044
outron,chrII,11424198
outron,chrII,11431635
outron,chrII,11434001
outron,chrII,11438479
outron,chrII,11440255
outron,chrII,11440345
outron,chrII,11444049
exon,chrII,11445177
exon,chrII,11448856
outron,chrII,11453054
outron,chrII,11453181
exon,chrII,11463990
outron,chrII,11464623
outron,chrII,11470151
outron,chrII,11472020
outron,chrII,11473796
outron,chrII,11485234
outron,chrII,11489610
outron,chrII,11493276
outron,chrII,11497788
outron,chrII,11495529
outron,chrII,11496629
outron,chrII,11508840
outron,chrII,11533846
outron,chrII,11534546
exon,chrII,11538728
outron,chrII,11540640
outron,chrII,11542437
exon,chrII,11544769
outron,chrII,11545518
outron,chrII,11547414
exon,chrII,11564452
exon,chrII,11567194
outron,chrII,11567507
outron,chrII,11571665
exon,chrII,11573104
exon,chrII,11579773
outron,chrII,11578491
outron,chrII,11582410
exon,chrII,11592048
outron,chrII,11595435
outron,chrII,11599816
outron,chrII,11602829
exon,chrII,11611586
outron,chrII,11634027
exon,chrII,11637719
outron,chrII,11645405
outron,chrII,11651432
exon,chrII,11654381
outron,chrII,11652938
outron,chrII,11659691
outron,chrII,11676126
exon,chrII,11681694
exon,chrII,11681270
outron,chrII,11688187
outron,chrII,11694511
outron,chrII,11696059
outron,chrII,11700376
outron,chrII,11710852
exon,chrII,11720443
outron,chrII,11724601
outron,chrII,11726713
outron,chrII,11728732
outron,chrII,11733091
exon,chrII,11739409
exon,chrII,11756700
exon,chrII,11766088
exon,chrII,11766659
outron,chrII,11774797
outron,chrII,11778068
exon,chrII,11776647
exon,chrII,11782093
outron,chrII,11789832
outron,chrII,11796959
outron,chrII,11817173
exon,chrII,11819795
outron,chrII,11824211
outron,chrII,11842955
outron,chrII,11854679
outron,chrII,11860926
exon,chrII,11865470
outron,chrII,11874716
outron,chrII,11874871
exon,chrII,11880273
exon,chrII,11884385
outron,chrII,11901235
outron,chrII,11905208
outron,chrII,11917242
outron,chrII,11916337
outron,chrII,11953170
outron,chrII,11962257
outron,chrII,11966891
outron,chrII,11967591
outron,chrII,11967862
outron,chrII,11975753
outron,chrII,11978118
exon,chrII,11979763
outron,chrII,11980258
outron,chrII,11988806
outron,chrII,11992775
outron,chrII,12006732
exon,chrII,12011312
outron,chrII,12023654
outron,chrII,12028578
outron,chrII,12037162
outron,chrII,12040359
outron,chrII,12042810
outron,chrII,12054770
outron,chrII,12063249
outron,chrII,12067617
outron,chrII,12089667
outron,chrII,12107840
exon,chrII,12112564
outron,chrII,12132860
exon,chrII,12133810
outron,chrII,12147667
outron,chrII,12156523
outron,chrII,12163875
outron,chrII,12185998
outron,chrII,12185893
outron,chrII,12204909
exon,chrII,12200445
outron,chrII,12225112
outron,chrII,12227991
exon,chrII,12239429
outron,chrII,12239609
exon,chrII,12242891
exon,chrII,12249036
outron,chrII,12257114
exon,chrII,12262014
outron,chrII,12262743
outron,chrII,12276029
outron,chrII,12279401
outron,chrII,12279456
outron,chrII,12280762
exon,chrII,12302333
outron,chrII,12339350
outron,chrII,12353843
outron,chrII,12367183
exon,chrII,12383384
exon,chrII,12388951
outron,chrII,12385992
exon,chrII,12390032
exon,chrII,12406547
exon,chrII,12408926
exon,chrII,12410122
exon,chrII,12412365
exon,chrII,12414862
outron,chrII,12425827
exon,chrII,12432394
exon,chrII,12438535
outron,chrII,12445149
exon,chrII,12448372
outron,chrII,12459606
outron,chrII,12460496
exon,chrII,12462443
exon,chrII,12464025
outron,chrII,12471166
outron,chrII,12482667
exon,chrII,12482821
outron,chrII,12485228
exon,chrII,12495113
exon,chrII,12496350
exon,chrII,12514659
exon,chrII,12519700
outron,chrII,12519929
exon,chrII,12549162
exon,chrII,12546655
outron,chrII,12553605
outron,chrII,12575214
exon,chrII,12577966
exon,chrII,12580981
outron,chrII,12603963
exon,chrII,12603964
exon,chrII,12612465
exon,chrII,12619320
exon,chrII,12620796
exon,chrII,12625447
exon,chrII,12627080
exon,chrII,12629639
outron,chrII,12652253
outron,chrII,12676111
outron,chrII,12679675
outron,chrII,12678604
outron,chrII,12679801
outron,chrII,12692942
outron,chrII,12736879
outron,chrII,12738857
exon,chrII,12753904
exon,chrII,12756072
exon,chrII,12756234
outron,chrII,12768308
outron,chrII,12768597
exon,chrII,12773979
outron,chrII,12785447
outron,chrII,12788360
outron,chrII,12805886
outron,chrII,12806750
outron,chrII,12810936
outron,chrII,12816812
exon,chrII,12830568
outron,chrII,12840825
outron,chrII,12847848
outron,chrII,12850224
exon,chrII,12866624
exon,chrII,12880699
outron,chrII,12901190
exon,chrII,12908982
outron,chrII,12919173
outron,chrII,12918864
exon,chrII,12922908
outron,chrII,12931665
outron,chrII,12950598
exon,chrII,12955931
outron,chrII,12954469
outron,chrII,12964994
outron,chrII,12969142
outron,chrII,12986040
outron,chrII,12996262
outron,chrII,13003018
outron,chrII,13014418
outron,chrII,13026587
exon,chrII,13032734
outron,chrII,13043396
outron,chrII,13056640
outron,chrII,13070571
exon,chrII,13083760
outron,chrII,13083891
exon,chrII,13091110
exon,chrII,13098343
outron,chrII,13107237
outron,chrII,13117158
outron,chrII,13117250
outron,chrII,13121830
exon,chrII,13145095
exon,chrII,13153373
outron,chrII,13157020
outron,chrII,13157136
outron,chrII,13166080
outron,chrII,13184245
outron,chrII,13182719
exon,chrII,13187238
outron,chrII,13195357
outron,chrII,13199388
outron,chrII,13215395
outron,chrII,13233790
outron,chrII,13237895
exon,chrII,13243335
exon,chrII,13248975
outron,chrII,13308543
outron,chrII,13320895
exon,chrII,13325703
outron,chrII,13338113
outron,chrII,13367518
outron,chrII,13376062
outron,chrII,13389378
outron,chrII,13405975
outron,chrII,13411608
outron,chrII,13414846
outron,chrII,13424284
outron,chrII,13437086
exon,chrII,13442728
outron,chrII,13447763
outron,chrII,13460723
exon,chrII,13461934
exon,chrII,13472313
outron,chrII,13481133
outron,chrII,13491868
outron,chrII,13494817
exon,chrII,13495771
